,brand,model,model_year,milage,fuel_type,engine,transmission,accident,price
1258,Bentley,Continental GTC Base,2013,79422,0,616.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,64000
1259,GMC,Sierra 2500 SLE H/D Extended Cab,2002,53850,0,340.0HP 8.1L 8 Cylinder Engine Gasoline Fuel,A/T,1,16900
1260,Audi,SQ5 3.0T Premium,2020,21832,0,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,42000
1261,Toyota,Corolla iM Base,2017,41932,0,137.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,18700
1262,GMC,Yukon XL SLT,2017,110000,0,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,1,34999
1263,Toyota,Tundra 1794,2020,67400,0,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,0,47500
1264,Subaru,WRX Premium,2017,62662,0,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,1,24000
1265,Subaru,WRX Base,2015,102000,0,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,1,18000
1266,INFINITI,Q50 Premium,2014,79785,0,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,1,16488
1267,Chevrolet,Suburban Premier,2017,166549,0,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,1,24950
1268,Toyota,Sequoia Limited,2006,190656,0,273.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,1,8900
1270,Porsche,Cayenne GTS,2009,135606,0,405.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,15000
1271,Kia,Telluride S,2023,14700,0,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,39900
1272,Mercedes-Benz,AMG E 63 S 4MATIC,2019,12985,0,603.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,1,96000
1273,BMW,Z4 sDrive35is,2014,4200,0,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,64995
1274,Subaru,Impreza 2.0i Sport,2017,44000,0,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,0,23500
1275,Dodge,Dart SE,2015,66000,0,160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,12000
1276,Land,Rover Range Rover P525 Westminster,2021,17945,0,5.0L V8 32V GDI DOHC Supercharged,8-Speed Automatic,0,89900
1277,Nissan,370Z Base,2013,106700,0,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,17500
1278,Cadillac,Escalade ESV Luxury,2020,120000,0,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,0,55000
1279,Mercedes-Benz,E-Class E 350,2012,59600,0,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,19900
1280,Kia,Optima Hybrid EX,2012,117220,2,206.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,0,8900
1281,Chevrolet,Silverado 3500 LTZ,2022,85200,1,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,0,67500
1282,Volkswagen,Golf GTI 2.0T SE 4-Door,2018,63450,0,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,24325
1283,Dodge,Ram 1500 SRT-10,2004,73000,0,500.0HP 8.3L 10 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,22500
1284,Scion,tC Anniversary Edition,2014,115000,0,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,11495
1285,Land,Rover Range Rover 5.0L Supercharged Autobiography,2016,56000,0,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,49900
1286,Lexus,LS 500 Base,2018,67296,0,"3.5L V-6 port/direct injection, DOHC, VVT-iE/VVT-i variable valv","Automatic, 10-Spd",0,40900
1287,Chevrolet,Suburban 1500 LT,2015,179200,0,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,1,16000
1288,Maserati,GranTurismo Base,2015,28000,0,444.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,44999
1289,Porsche,911 Carrera Turbo,2003,155000,0,415.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,55000
1290,Hyundai,Sonata Hybrid Base,2012,154000,2,206.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,1,8500
1291,Cadillac,CTS Luxury,2012,62500,0,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,1,18955
1292,BMW,323 Ci,2000,177700,0,170.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,0,2500
1295,Nissan,370Z Touring,2012,65000,0,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,21500
1296,Mercedes-Benz,GLS 450 Base 4MATIC,2018,62808,0,3.0 Liter DOHC Twin Turbo,Automatic,1,38598
1297,Ford,Mustang GT Premium,2021,3000,0,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,49500
1298,Audi,Q5 2.0T Premium,2012,119000,0,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,0,12000
1299,RAM,2500 Big Horn,2013,198868,1,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,0,25000
1300,Dodge,Ram 1500 ST,2011,188000,0,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,1,8500
1301,Mercedes-Benz,C-Class C 300 4MATIC Sport,2013,157405,0,248.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,0,10750
1302,Dodge,Challenger SRT Hellcat,2016,8228,0,707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,62500
1303,Land,Rover Range Rover 3.0L Supercharged HSE,2018,73101,0,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,0,42950
1304,BMW,M4 Base,2018,10950,0,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,60995
1305,Mercedes-Benz,S-Class S 560 4MATIC,2018,63160,0,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,1,47000
1306,Land,Rover Range Rover 5.0L V8 Supercharged,2019,31866,0,"5L V-8 gasoline direct injection, DOHC, variable valve control,","Automatic, 8-Spd",0,68900
1307,Chevrolet,Express 3500 Base,2009,75000,0,319.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,0,18900
1308,Toyota,4Runner TRD Pro,2016,98000,0,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,1,36000
1309,Mazda,MX-5 Miata Grand Touring,2012,33576,0,167.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,18900
1310,Volkswagen,Touareg VR6 Lux,2012,123200,0,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,1,12449
1311,Jaguar,XJ Base,2013,112000,0,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,0,8800
1312,Chevrolet,Camaro 2SS,2010,68000,0,426.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,1,19500
1313,INFINITI,G37 x,2012,120000,0,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,1,14500
1314,BMW,X6 xDrive50i,2019,45000,0,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,1,46999
1315,Chevrolet,Camaro LT1,2022,6700,0,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,0,39500
1317,Mercedes-Benz,S-Class S 63 AMG,2015,40900,0,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,59750
1318,Cadillac,Escalade ESV Premium Luxury,2018,74150,0,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,0,45000
1319,Toyota,Camry Hybrid XLE,2014,94448,2,200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,0,15999
1320,Audi,A6 3.0T Prestige,2015,108000,0,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,19998
1321,BMW,X5 M Base,2012,118000,0,555.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,1,17000
1322,Jaguar,F-PACE SVR,2020,38800,0,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,57500
1323,BMW,740 i,2017,55000,0,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,40000
1324,BMW,M340 i xDrive,2021,34967,2,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,1,49999
1325,Jeep,Wrangler Unlimited Sport,2016,85325,0,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,0,30000
1326,RAM,2500 Tradesman,2018,63750,0,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,36000
1327,Ford,Mustang V6,2016,87248,0,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,19999
1328,BMW,328 i,1997,206000,0,190.0HP 2.8L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,1,15900
1329,Mercedes-Benz,GL-Class GL 450,2011,112854,0,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,11999
1332,Mercedes-Benz,E-Class E 350,2022,14100,0,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,0,53000
1333,BMW,X7 xDrive40i,2023,14360,2,375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,0,85495
1334,Chevrolet,Trailblazer RS,2023,10000,0,155.0HP 1.3L 3 Cylinder Engine Gasoline Fuel,9-Speed A/T,0,32000
1335,Chevrolet,Suburban 1500 LTZ,2015,217500,0,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,0,20000
1336,Chevrolet,Suburban Premier,2021,73846,0,5.3L V8 16V GDI OHV,10-Speed Automatic,0,60995
1337,Jeep,Gladiator Overland,2020,40000,0,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,45000
1338,GMC,Yukon XL AT4,2023,9980,0,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,0,82000
1339,Mazda,Mazda6 Grand Touring Reserve,2019,41997,0,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,24995
1340,Alfa,Romeo Giulia Ti,2021,2000,0,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,39000
1341,Mercedes-Benz,CLA-Class CLA 250,2016,42750,0,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,1,22999
1342,BMW,330 330i xDrive,2019,19473,0,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,0,31698
1343,Volkswagen,Beetle 2.0T S,2019,35340,0,174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,0,23000
1344,Mercedes-Benz,CLK-Class CLK 350,2008,93000,0,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,1,12000
1345,Audi,RS 7 4.0T Prestige,2014,66150,0,560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,1,47995
1346,Volvo,XC60 Recharge Plug-In Hybrid T8 Inscription,2022,19352,4,455.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,0,54599
1347,Land,Rover Range Rover Supercharged LWB,2020,81000,0,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,0,64800
1348,Toyota,Sequoia Limited,2011,183000,0,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,16000
1349,Jeep,Wrangler X,2004,44000,0,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,1,24999
1350,Audi,S5 3.0T Premium,2021,18100,0,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,51800
1351,Land,Rover Range Rover Sport Supercharged,2011,40000,0,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,1,20000
1352,Mercedes-Benz,Sprinter 2500,2011,120000,1,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,5-Speed A/T,0,31999
1353,Toyota,Sequoia Platinum,2023,325,2,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,0,84997
1354,Maserati,Quattroporte S GranLusso,2017,55000,0,405.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,0,39100
1357,Ford,Mustang Bullitt,2019,48500,0,480.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,1,44999
1358,RAM,2500 Tradesman,2018,52000,1,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,0,50000
1359,Toyota,FJ Cruiser Base,2007,179000,0,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,1,17900
1360,Dodge,Charger Scat Pack,2019,42626,0,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,42000
1361,Lexus,GX 460 Base,2018,65900,0,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,1,34700
1362,Genesis,GV80 2.5T,2022,7523,0,2.5L I4 16V PDI DOHC Turbo,8-Speed Automatic,0,54543
1363,Jaguar,F-PACE 30t R-Sport,2019,34365,0,2.0 Liter,Automatic,0,59598
1364,Kia,Sportage S,2021,16949,0,2.4L I4 16V GDI DOHC,6-Speed Automatic,0,24995
1366,Porsche,Panamera Base,2018,61000,0,330.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,57500
1367,INFINITI,QX80 Base,2018,100564,0,5.6L V8 32V GDI DOHC,7-Speed Automatic,0,23105
1368,Ford,Maverick Lariat,2022,13700,2,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,0,39500
1369,Kia,Telluride SX,2021,38612,0,3.8L V6 24V GDI DOHC,8-Speed Automatic,0,42242
1370,Chevrolet,Colorado Z85,2005,155000,0,220.0HP 3.5L 5 Cylinder Engine Gasoline Fuel,A/T,1,7995
1371,Mercedes-Benz,E-Class E 550,2017,56000,0,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,35750
1373,Toyota,Corolla Hybrid LE,2022,44459,2,121.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,0,22945
1374,Mercedes-Benz,E-Class E 300 4MATIC,2017,31000,0,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,1,38000
1375,Mercedes-Benz,SLK-Class SLK 350,2012,44000,0,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,1,22222
1376,Mercedes-Benz,E-Class E 400 4MATIC,2018,22558,0,3.0L V6 24V GDI DOHC Twin Turbo,9-Speed Automatic,0,47645
1377,Jeep,Wrangler X,2003,116157,0,210.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,4-Speed A/T,0,14250
1378,Lincoln,Navigator Premiere,2018,23500,0,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,1,50000
1379,Chevrolet,Corvette Base,2008,28150,0,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,31000
1380,GMC,Yukon XL Denali,2016,137500,0,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,1,29500
1383,Ford,Explorer XLT,2017,169000,3,290.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,0,13000
1385,Chevrolet,Camaro 2SS,2010,8949,0,426.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,M/T,0,30000
1386,BMW,750 i xDrive,2020,25108,0,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,66000
1387,Land,Rover Range Rover 3.0L Supercharged HSE,2016,103000,0,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,33999
1388,Porsche,911 Carrera 4 Cabriolet,2003,87600,0,315.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,1,32000
1390,Mercedes-Benz,CLA-Class CLA 250,2015,76753,0,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,1,15999
1391,Mercedes-Benz,Metris Base,2019,10500,0,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,0,79500
1392,Mercedes-Benz,E-Class E 350 4MATIC,2011,199000,0,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,9250
1393,Lexus,LS 460 L,2007,127980,0,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,9999
1394,BMW,X6 xDrive40i,2023,16307,2,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,0,71400
1395,Audi,S5 3.0T Prestige,2021,13566,0,3.0L,1-Speed Automatic,0,57900
1396,Audi,Q7 Premium Plus,2022,22588,2,3.0 Liter TFSI,Automatic,0,52598
1397,Jaguar,XE 25t,2019,41452,0,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,1,22500
1398,Genesis,G80 3.3T Sport,2019,57500,0,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,0,32990
1399,BMW,M2 Competition,2020,500,0,405.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,70000
1400,Subaru,Impreza WRX Premium,2014,55000,0,265.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,0,30000
1401,GMC,Sierra 2500 Base,2021,8210,0,401.0HP 6.6L 8 Cylinder Engine Gasoline Fuel,A/T,0,55000
1402,Lincoln,Nautilus Reserve,2021,18160,0,2.7L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,0,46850
1403,Jaguar,XF XFR-S,2013,4279,0,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,70000
1404,Mercedes-Benz,Sprinter Normal Roof,2013,39748,1,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,1,54995
1405,Toyota,Land Cruiser Base,1998,160000,0,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,1,12490
1406,Toyota,Tacoma PreRunner,2013,65000,0,159.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,A/T,0,20500
1407,BMW,Z4 sDrive28i,2016,59000,0,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,25000
1408,BMW,530e Base,2022,22700,4,288.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,A/T,0,47000
1409,Mercedes-Benz,GLA 250 Base 4MATIC,2018,56578,3,208.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,7-Speed A/T,0,20900
1410,Hyundai,Genesis 4.6,2010,153332,0,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,1,10000
1411,Cadillac,ATS 3.6L Luxury,2013,89700,0,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,17999
1412,Lincoln,Town Car Signature,2002,118600,0,220.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,1,5230
1413,GMC,Sierra 1500 SLT,2021,23400,0,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,0,52000
1414,Mercedes-Benz,Sprinter High Roof,2015,110000,1,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,0,29000
1415,Jaguar,XJ Vanden Plas,2008,87888,0,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,11990
1416,Lexus,RC 350 Base,2015,73800,0,3.5L V6 24V PDI DOHC,6-Speed Automatic,0,26999
1417,Audi,S3 2.0T Premium Plus,2015,78124,0,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,21500
1418,Subaru,WRX Limited,2015,91000,0,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,1,19000
1419,Dodge,Ram 2500 SLT Quad Cab,2003,114000,0,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,1,10700
1420,Subaru,WRX Limited,2015,76000,0,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,21000
1421,Audi,RS 4 4.2 quattro L,2008,146500,0,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,1,30000
1422,Porsche,911 Carrera,2007,26021,0,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,53999
1423,Audi,A4 2.0T Premium Plus,2015,73000,3,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,A/T,1,17200
1424,Audi,A4 3.2 Premium Plus quattro,2009,153000,0,265.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,8700
1425,Ford,Excursion Limited,2003,67550,1,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,0,30000
1426,Ford,Excursion Limited,2004,170000,0,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,0,8500
1427,Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,2017,53000,0,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,47500
1428,Audi,Q8 3.0T Prestige,2019,54900,2,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,1,48500
1429,BMW,X5 xDrive35i,2016,89000,0,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,24000
1430,Ford,Bronco Base,2022,6200,0,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,7-Speed M/T,0,49000
1431,Ford,F-150 XLT,2021,51808,0,5.0L V8 32V PDI DOHC,10-Speed Automatic,0,42388
1432,Hyundai,Genesis Coupe 3.8 Track,2013,89000,0,344.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,1,12500
1433,Toyota,Camry LE,1999,86111,0,133.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,A/T,1,3500
1434,Mercedes-Benz,E-Class E 400 4MATIC,2018,45203,0,3.0L V6 24V GDI DOHC Twin Turbo,9-Speed Automatic,0,39853
1435,Audi,S5 3.0T Prestige,2022,14739,0,3.0L,1-Speed Automatic,0,61900
1436,Buick,Enclave Premium,2017,139105,0,3.6L V6 24V GDI DOHC,6-Speed Automatic,1,17550
1438,Ford,Mustang GT Premium,2011,101000,0,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,18500
1439,GMC,Yukon XL SLT,2016,93000,0,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,1,30000
1440,Ford,Mustang V6 Premium,2013,62500,0,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,16000
1441,Lexus,IS-F Base,2008,75000,0,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,1,29000
1442,BMW,435 i,2015,34455,0,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,28000
1443,Land,Rover Range Rover Supercharged,2010,130000,0,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,0,15500
1444,Mercedes-Benz,CLA-Class CLA 250,2014,76170,0,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,1,16500
1445,GMC,Yukon SLT,2010,194500,3,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,1,9500
1446,BMW,535 i,2008,135000,0,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,0,5699
1447,Dodge,Charger GT,2021,33000,0,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,1,26999
1448,Hyundai,Genesis 3.8,2010,98700,0,290.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,10340
1449,Honda,Civic Type R Touring,2018,72900,0,306.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,1,35500
1450,Dodge,Durango R/T,2016,135000,0,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,0,20000
1451,Chevrolet,Silverado 1500 Limited High Country,2022,2550,0,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,0,60000
1452,Jeep,Grand Cherokee Altitude,2020,35289,0,3.6L V6 24V MPFI DOHC,8-Speed Automatic,0,35470
1453,RAM,1500 Laramie,2022,14636,0,5.7L V8 16V MPFI OHV,8-Speed Automatic,0,46599
1454,Chrysler,Crossfire Limited,2005,24847,0,3.2L V6 18V MPFI SOHC,5-Speed Automatic,0,13046
1455,Nissan,Rogue SL,2019,29558,0,2.5L I4 16V MPFI DOHC,Automatic CVT,0,25884
1456,Audi,A6 55 Premium Plus,2023,6581,0,"3L V-6 gasoline direct injection, DOHC, variable valve control,","Automatic, 7-Spd S tronic Dual-Clutch",0,59900
1457,Mercedes-Benz,AMG GT 53 Base,2020,22000,2,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,0,83999
1458,Acura,ILX Technology Plus Package,2017,68200,0,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,1,15750
1460,Ford,Expedition Platinum,2019,51300,0,3.5L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,0,48295
1461,BMW,M3 Base,2008,133500,0,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,18500
1462,INFINITI,M37 x,2012,49000,0,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,19900
1463,BMW,650 i,2008,125470,0,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,0,8000
1464,Mazda,RX-8 Grand Touring,2008,81219,0,232.0HP 1.3L Rotary engine Gasoline Fuel,6-Speed M/T,0,8500
1465,Porsche,Boxster Base,1999,72000,0,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,0,12250
1466,Acura,ILX Premium & A-SPEC Packages,2019,19500,0,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,25000
1468,Lexus,LX 570 Base,2016,33655,0,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,62900
1469,Toyota,Highlander Limited Platinum,2015,135140,0,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,0,23500
1470,Maserati,Ghibli Base,2015,73000,0,345.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,17999
1471,Land,Rover Range Rover 3.0L Supercharged HSE,2017,55000,0,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,1,58000
